tournament,date,series,court,surface,round,best_of,p1,p1_utr,p2,p2_utr,winner,p1_games,p2_games,score,p_win
Rio Open,2022-02-18,ATP500,Outdoor,Clay,2nd Round,3,Delbonis F.,14.9,Alcaraz C.,15.93,Alcaraz C.,10,13,4-6 6-7,1
Rio Open,2022-02-19,ATP500,Outdoor,Clay,Quarterfinals,3,Cerundolo F.,14.73,Kecmanovic M.,15.25,Cerundolo F.,17,13,5-7 6-2 6-4,0
Rio Open,2022-02-19,ATP500,Outdoor,Clay,Quarterfinals,3,Fognini F.,15.26,Coria F.,14.74,Fognini F.,12,6,6-4 6-2,0
Rio Open,2022-02-19,ATP500,Outdoor,Clay,Quarterfinals,3,Berrettini M.,15.88,Alcaraz C.,15.93,Alcaraz C.,10,14,2-6 6-2 2-6,1
Rio Open,2022-02-19,ATP500,Outdoor,Clay,Semifinals,3,Schwartzman D.,15.55,Cerundolo F.,14.73,Schwartzman D.,13,9,7-6 6-3,0
Rio Open,2022-02-20,ATP500,Outdoor,Clay,Semifinals,3,Fognini F.,15.26,Alcaraz C.,15.93,Alcaraz C.,7,13,2-6 5-7,1
Rio Open,2022-02-20,ATP500,Outdoor,Clay,The Final,3,Alcaraz C.,15.93,Schwartzman D.,15.55,Alcaraz C.,12,6,6-4 6-2,0
Abierto Mexicano,2022-02-22,ATP500,Outdoor,Hard,1st Round,3,Fritz T.,15.7,Mannarino A.,15.28,Fritz T.,12,6,6-3 6-3,0
Abierto Mexicano,2022-02-22,ATP500,Outdoor,Hard,1st Round,3,Nakashima B.,15.48,Gojowczyk P.,14.77,Gojowczyk P.,8,12,4-6 4-6,1
Abierto Mexicano,2022-02-22,ATP500,Outdoor,Hard,1st Round,3,Lajovic D.,15.13,Korda S.,15.58,Lajovic D.,17,15,6-4 4-6 7-5,0
Abierto Mexicano,2022-02-22,ATP500,Outdoor,Hard,1st Round,3,Dimitrov G.,15.62,Kozlov S.,15.21,Kozlov S.,16,18,6-7 7-5 3-6,1
Abierto Mexicano,2022-02-22,ATP500,Outdoor,Hard,1st Round,3,Carreno Busta P.,15.46,Otte O.,14.95,Carreno Busta P.,12,6,6-2 6-4,0
Abierto Mexicano,2022-02-22,ATP500,Outdoor,Hard,1st Round,3,Brooksby J.,15.64,Zverev A.,16.11,Zverev A.,14,16,6-3 6-7 2-6,1
Abierto Mexicano,2022-02-23,ATP500,Outdoor,Hard,1st Round,3,Paire B.,14.95,Medvedev D.,16.23,Medvedev D.,7,12,3-6 4-6,1
Abierto Mexicano,2022-02-23,ATP500,Outdoor,Hard,1st Round,3,Norrie C.,15.76,Altmaier D.,14.81,Norrie C.,13,8,7-6 6-2,0
Abierto Mexicano,2022-02-23,ATP500,Outdoor,Hard,1st Round,3,Tsitsipas S.,16.01,Djere L.,15.06,Tsitsipas S.,14,12,7-6 7-6,0
Abierto Mexicano,2022-02-24,ATP500,Outdoor,Hard,2nd Round,3,Carreno Busta P.,15.46,Giron M.,15.33,Giron M.,17,19,7-6 4-6 6-7,1
Abierto Mexicano,2022-02-24,ATP500,Outdoor,Hard,2nd Round,3,Paul T.,15.46,Lajovic D.,15.13,Paul T.,16,17,7-6 2-6 7-5,0
Abierto Mexicano,2022-02-24,ATP500,Outdoor,Hard,2nd Round,3,Nishioka Y.,14.87,Fritz T.,15.7,Nishioka Y.,15,12,3-6 6-4 6-2,0
Abierto Mexicano,2022-02-24,ATP500,Outdoor,Hard,Quarterfinals,3,Medvedev D.,16.23,Nishioka Y.,14.87,Medvedev D.,12,5,6-2 6-3,0
Abierto Mexicano,2022-02-25,ATP500,Outdoor,Hard,Quarterfinals,3,Giron M.,15.33,Tsitsipas S.,16.01,Tsitsipas S.,7,12,3-6 4-6,1
Abierto Mexicano,2022-02-25,ATP500,Outdoor,Hard,Quarterfinals,3,Gojowczyk P.,14.77,Norrie C.,15.76,Norrie C.,1,12,1-6 0-6,1
Abierto Mexicano,2022-02-26,ATP500,Outdoor,Hard,Semifinals,3,Norrie C.,15.76,Tsitsipas S.,16.01,Norrie C.,12,8,6-4 6-4,0
Dubai Tennis Championships,2022-02-21,ATP500,Outdoor,Hard,1st Round,3,Cilic M.,15.61,Vesely J.,14.99,Vesely J.,10,13,4-6 6-7,1
Dubai Tennis Championships,2022-02-21,ATP500,Outdoor,Hard,1st Round,3,Goffin D.,15.09,Daniel T.,15.09,Daniel T.,9,13,3-6 6-7,1
Dubai Tennis Championships,2022-02-21,ATP500,Outdoor,Hard,1st Round,3,Musetti L.,14.87,Djokovic N.,16.3,Djokovic N.,6,12,3-6 3-6,1
Dubai Tennis Championships,2022-02-22,ATP500,Outdoor,Hard,1st Round,3,Khachanov K.,15.58,De Minaur A.,15.44,Khachanov K.,19,15,6-3 6-7 7-5,0
Dubai Tennis Championships,2022-02-22,ATP500,Outdoor,Hard,1st Round,3,Karatsev A.,15.62,Mcdonald M.,15.45,Mcdonald M.,8,13,5-7 3-6,1
Dubai Tennis Championships,2022-02-22,ATP500,Outdoor,Hard,1st Round,3,Molcan A.,15.17,Harris L.,15.45,Molcan A.,12,6,6-3 6-3,0
Dubai Tennis Championships,2022-02-22,ATP500,Outdoor,Hard,1st Round,3,Sinner J.,15.89,Davidovich Fokina A.,15.2,Sinner J.,17,15,4-6 7-6 6-3,0
Dubai Tennis Championships,2022-02-22,ATP500,Outdoor,Hard,1st Round,3,Hurkacz H.,15.67,Bublik A.,15.21,Hurkacz H.,12,4,6-3 6-1,0
Dubai Tennis Championships,2022-02-22,ATP500,Outdoor,Hard,1st Round,3,Basilashvili N.,15.42,Popyrin A.,15.13,Popyrin A.,5,12,2-6 3-6,1
Dubai Tennis Championships,2022-02-22,ATP500,Outdoor,Hard,1st Round,3,Rublev A.,15.76,Evans D.,15.38,Rublev A.,13,9,6-4 7-5,0
Dubai Tennis Championships,2022-02-22,ATP500,Outdoor,Hard,1st Round,3,Rinderknech A.,15.41,Bautista Agut R.,15.46,Bautista Agut R.,7,12,3-6 4-6,1
Dubai Tennis Championships,2022-02-22,ATP500,Outdoor,Hard,1st Round,3,Shapovalov D.,15.57,Fucsovics M.,15.52,Shapovalov D.,17,15,4-6 6-4 7-5,0
Dubai Tennis Championships,2022-02-23,ATP500,Outdoor,Hard,2nd Round,3,Molcan A.,15.17,Hurkacz H.,15.67,Hurkacz H.,5,12,3-6 2-6,1
Dubai Tennis Championships,2022-02-23,ATP500,Outdoor,Hard,2nd Round,3,Sinner J.,15.89,Murray A.,15.47,Sinner J.,13,7,7-5 6-2,0
Dubai Tennis Championships,2022-02-23,ATP500,Outdoor,Hard,2nd Round,3,Krajinovic F.,15.17,Mcdonald M.,15.45,Mcdonald M.,10,13,4-6 6-7,1
Dubai Tennis Championships,2022-02-23,ATP500,Outdoor,Hard,2nd Round,3,Popyrin A.,15.13,Berankis R.,14.91,Berankis R.,10,13,4-6 6-7,1
Dubai Tennis Championships,2022-02-23,ATP500,Outdoor,Hard,2nd Round,3,Djokovic N.,16.3,Khachanov K.,15.58,Djokovic N.,13,9,6-3 7-6,0
Dubai Tennis Championships,2022-02-23,ATP500,Outdoor,Hard,2nd Round,3,Bautista Agut R.,15.46,Vesely J.,14.99,Vesely J.,6,12,2-6 4-6,1
Dubai Tennis Championships,2022-02-23,ATP500,Outdoor,Hard,2nd Round,3,Shapovalov D.,15.57,Daniel T.,15.09,Shapovalov D.,12,7,6-4 6-3,0
Dubai Tennis Championships,2022-02-24,ATP500,Outdoor,Hard,Quarterfinals,3,Mcdonald M.,15.45,Rublev A.,15.76,Rublev A.,10,14,6-2 3-6 1-6,1
Dubai Tennis Championships,2022-02-24,ATP500,Outdoor,Hard,Quarterfinals,3,Hurkacz H.,15.67,Sinner J.,15.89,Hurkacz H.,12,6,6-3 6-3,0
Dubai Tennis Championships,2022-02-24,ATP500,Outdoor,Hard,Quarterfinals,3,Djokovic N.,16.3,Vesely J.,14.99,Vesely J.,10,13,4-6 6-7,1
Dubai Tennis Championships,2022-02-24,ATP500,Outdoor,Hard,Quarterfinals,3,Shapovalov D.,15.57,Berankis R.,14.91,Shapovalov D.,13,9,7-6 6-3,0
Dubai Tennis Championships,2022-02-25,ATP500,Outdoor,Hard,Semifinals,3,Hurkacz H.,15.67,Rublev A.,15.76,Rublev A.,17,17,6-3 5-7 6-7,1
Dubai Tennis Championships,2022-02-25,ATP500,Outdoor,Hard,Semifinals,3,Vesely J.,14.99,Shapovalov D.,15.57,Vesely J.,20,19,6-7 7-6 7-6,0
Dubai Tennis Championships,2022-02-26,ATP500,Outdoor,Hard,The Final,3,Vesely J.,14.99,Rublev A.,15.76,Rublev A.,7,12,3-6 4-6,1
Chile Open,2022-02-22,ATP250,Indoor,Clay,1st Round,3,Jarry N.,14.75,Monteiro T.,14.93,Monteiro T.,10,13,6-7 4-6,1
Chile Open,2022-02-22,ATP250,Indoor,Clay,1st Round,3,Cecchinato M.,14.63,Kecmanovic M.,15.24,Kecmanovic M.,6,13,5-7 1-6,1
Chile Open,2022-02-22,ATP250,Indoor,Clay,1st Round,3,Coria F.,14.73,Hanfmann Y.,14.74,Hanfmann Y.,12,15,6-3 2-6 4-6,1
Chile Open,2022-02-23,ATP250,Indoor,Clay,1st Round,3,Olivo R.,14.24,Tabilo A.,15.36,Tabilo A.,4,12,1-6 3-6,1
Chile Open,2022-02-23,ATP250,Indoor,Clay,2nd Round,3,Dellien H.,14.65,Bagnis F.,15.05,Bagnis F.,4,12,2-6 2-6,1
Chile Open,2022-02-23,ATP250,Indoor,Clay,2nd Round,3,Monteiro T.,14.93,Delbonis F.,14.9,Monteiro T.,15,11,3-6 6-4 6-1,0
Chile Open,2022-02-24,ATP250,Indoor,Clay,2nd Round,3,Martinez P.,15.17,Munar J.,15.23,Martinez P.,18,16,6-4 5-7 7-5,0
Chile Open,2022-02-25,ATP250,Indoor,Clay,2nd Round,3,Garin C.,15.26,Tabilo A.,15.36,Tabilo A.,6,12,3-6 3-6,1
Chile Open,2022-02-25,ATP250,Indoor,Clay,Quarterfinals,3,Baez S.,15.26,Monteiro T.,14.93,Baez S.,16,15,7-5 3-6 6-4,0
Chile Open,2022-02-25,ATP250,Indoor,Clay,Quarterfinals,3,Martinez P.,15.17,Hanfmann Y.,14.74,Martinez P.,12,4,6-2 6-2,0
Chile Open,2022-02-26,ATP250,Indoor,Clay,Quarterfinals,3,Kecmanovic M.,15.24,Tabilo A.,15.36,Tabilo A.,5,12,1-6 4-6,1
Chile Open,2022-02-26,ATP250,Indoor,Clay,Semifinals,3,Tabilo A.,15.36,Martinez P.,15.17,Martinez P.,15,17,7-5 4-6 4-6,1
Chile Open,2022-02-27,ATP250,Indoor,Clay,The Final,3,Martinez P.,15.17,Baez S.,15.26,Martinez P.,16,14,4-6 6-4 6-4,0
BNP Paribas Open,2022-03-10,Masters 1000,Outdoor,Hard,1st Round,3,Rinderknech A.,15.45,Bonzi B.,15.14,Bonzi B.,8,13,3-6 5-7,1
BNP Paribas Open,2022-03-10,Masters 1000,Outdoor,Hard,1st Round,3,Lajovic D.,15.14,Krajinovic F.,15.17,Krajinovic F.,12,17,5-7 6-4 1-6,1
BNP Paribas Open,2022-03-10,Masters 1000,Outdoor,Hard,1st Round,3,Mcdonald M.,15.51,Fucsovics M.,15.56,Mcdonald M.,14,11,7-6 7-5,0
BNP Paribas Open,2022-03-10,Masters 1000,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,15.16,Coric B.,15.64,Davidovich Fokina A.,19,12,6-7 6-0 7-5,0
BNP Paribas Open,2022-03-10,Masters 1000,Outdoor,Hard,1st Round,3,Giron M.,15.41,Musetti L.,14.94,Musetti L.,8,13,3-6 5-7,1
BNP Paribas Open,2022-03-10,Masters 1000,Outdoor,Hard,1st Round,3,Brooksby J.,15.66,Carballes Baena R.,14.84,Brooksby J.,12,5,6-1 6-4,0
BNP Paribas Open,2022-03-10,Masters 1000,Outdoor,Hard,1st Round,3,Eubanks C.,15.05,Cressy M.,15.42,Eubanks C.,18,17,5-7 7-6 6-4,0
BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3,Popyrin A.,15.19,Machac T.,14.94,Machac T.,8,13,3-6 5-7,1
BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3,Kyrgios N.,15.33,Baez S.,15.25,Kyrgios N.,12,4,6-4 6-0,0
BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3,Sousa J.,14.71,Martinez P.,15.19,Martinez P.,9,13,4-6 5-7,1
BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3,Korda S.,15.66,Kokkinakis T.,15.39,Korda S.,12,7,6-3 6-4,0
BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3,Daniel T.,15.16,Murray A.,15.52,Murray A.,12,13,6-1 2-6 4-6,1
BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3,Munar J.,15.25,Shang J.,14.28,Munar J.,12,7,6-3 6-4,0
BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3,Goffin D.,15.07,Thompson J.,14.87,Thompson J.,17,18,6-4 5-7 6-7,1
BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3,Koepfer D.,14.95,Paire B.,15.04,Koepfer D.,15,15,2-6 7-5 6-4,0
BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3,Broady L.,14.94,Kecmanovic M.,15.29,Kecmanovic M.,14,16,4-6 6-4 4-6,1
BNP Paribas Open,2022-03-11,Masters 1000,Outdoor,Hard,1st Round,3,Paul T.,15.54,Kukushkin M.,14.84,Paul T.,12,8,6-4 6-4,0
BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,15.16,Rune H.,14.89,Rune H.,5,12,3-6 2-6,1
BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,1st Round,3,Laaksonen H.,15.16,Bagnis F.,15.07,Bagnis F.,9,13,3-6 6-7,1
BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,1st Round,3,Johnson S.,14.97,Altmaier D.,14.9,Johnson S.,13,9,6-3 7-6,0
BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,1st Round,3,Bedene A.,15.31,Majchrzak K.,15.17,Majchrzak K.,6,13,1-6 5-7,1
BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,15.51,Sandgren T.,14.8,Van De Zandschulp B.,12,6,6-4 6-2,0
BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,1st Round,3,Griekspoor T.,15.44,Querrey S.,15.05,Querrey S.,13,18,7-6 2-6 4-6,1
BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,1st Round,3,Nakashima B.,15.46,Mannarino A.,15.3,Nakashima B.,13,8,6-2 7-6,0
BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Mcdonald M.,15.51,Alcaraz C.,15.97,Alcaraz C.,6,12,3-6 3-6,1
BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,16.22,Machac T.,14.94,Medvedev D.,12,5,6-3 6-2,0
BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Evans D.,15.38,Coria F.,14.7,Evans D.,12,2,6-2 6-0,0
BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Opelka R.,15.45,Musetti L.,14.94,Opelka R.,12,5,6-1 6-4,0
BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Martinez P.,15.19,Norrie C.,15.8,Norrie C.,6,12,3-6 3-6,1
BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,15.77,Eubanks C.,15.05,Ruud C.,13,8,7-6 6-2,0
BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Shapovalov D.,15.64,Davidovich Fokina A.,15.16,Shapovalov D.,16,12,4-6 6-4 6-2,0
BNP Paribas Open,2022-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Sonego L.,15.42,Bonzi B.,15.14,Bonzi B.,7,12,3-6 4-6,1
BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,15.9,Djere L.,15.07,Sinner J.,12,6,6-3 6-3,0
BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Sock J.,15.02,Tsitsipas S.,15.99,Tsitsipas S.,18,17,6-7 6-3 6-7,1
BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Brooksby J.,15.66,Khachanov K.,15.6,Brooksby J.,12,3,6-0 6-3,0
BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Delbonis F.,14.92,Kyrgios N.,15.33,Kyrgios N.,4,12,2-6 2-6,1
BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Kecmanovic M.,15.29,Cilic M.,15.65,Kecmanovic M.,19,16,6-7 6-3 7-6,0
BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Johnson S.,14.97,Karatsev A.,15.56,Johnson S.,13,10,7-6 6-4,0
BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Koepfer D.,14.95,Rublev A.,15.77,Rublev A.,9,13,5-7 4-6,1
BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Bublik A.,15.28,Murray A.,15.52,Bublik A.,13,9,7-6 6-3,0
BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,15.76,Majchrzak K.,15.17,Fritz T.,12,2,6-1 6-1,0
BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Otte O.,15.02,Hurkacz H.,15.69,Hurkacz H.,12,15,3-6 6-3 3-6,1
BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Schwartzman D.,15.52,Ruusuvuori E.,15.52,Schwartzman D.,17,13,5-7 6-3 6-3,0
BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Bagnis F.,15.07,Harris L.,15.44,Harris L.,12,16,3-6 6-4 3-6,1
BNP Paribas Open,2022-03-13,Masters 1000,Outdoor,Hard,2nd Round,3,Berrettini M.,15.89,Rune H.,14.89,Berrettini M.,16,13,6-3 4-6 6-4,0
BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,2nd Round,3,Nakashima B.,15.48,Tiafoe F.,15.47,Tiafoe F.,8,12,4-6 4-6,1
BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,15.44,Millman J.,15.17,De Minaur A.,13,9,7-6 6-3,0
BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,2nd Round,3,Thompson J.,14.83,Dimitrov G.,15.55,Dimitrov G.,8,13,6-7 2-6,1
BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,2nd Round,3,Munar J.,15.3,Carreno Busta P.,15.5,Munar J.,17,16,4-6 6-4 7-6,0
BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,16.11,Paul T.,15.54,Paul T.,14,17,2-6 6-4 6-7,1
BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,16.0,Bautista Agut R.,15.65,Alcaraz C.,12,2,6-2 6-0,0
BNP Paribas Open,2022-03-14,Masters 1000,Outdoor,Hard,3rd Round,3,Shapovalov D.,15.66,Opelka R.,15.45,Opelka R.,15,18,7-6 4-6 4-6,1
BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,15.9,Bonzi B.,15.16,Sinner J.,16,16,7-6 3-6 6-4,0
BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3,Tsitsipas S.,15.99,Brooksby J.,15.67,Brooksby J.,11,13,6-1 3-6 2-6,1
BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3,Norrie C.,15.83,Basilashvili N.,15.48,Norrie C.,15,10,3-6 6-3 6-1,0
BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3,Ruud C.,15.78,Kyrgios N.,15.37,Kyrgios N.,8,12,4-6 4-6,1
BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3,Kecmanovic M.,15.3,Van De Zandschulp B.,15.52,Kecmanovic M.,14,11,7-6 7-5,0
BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3,Harris L.,15.44,Berrettini M.,15.9,Berrettini M.,9,13,4-6 5-7,1
BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,15.76,Munar J.,15.3,Fritz T.,15,16,6-4 2-6 7-6,0
BNP Paribas Open,2022-03-15,Masters 1000,Outdoor,Hard,3rd Round,3,Paul T.,15.54,De Minaur A.,15.44,De Minaur A.,10,13,6-7 4-6,1
BNP Paribas Open,2022-03-16,Masters 1000,Outdoor,Hard,3rd Round,3,Johnson S.,14.99,Hurkacz H.,15.71,Hurkacz H.,9,13,6-7 3-6,1
BNP Paribas Open,2022-03-16,Masters 1000,Outdoor,Hard,3rd Round,3,Dimitrov G.,15.55,Bublik A.,15.3,Dimitrov G.,12,7,6-3 6-4,0
BNP Paribas Open,2022-03-16,Masters 1000,Outdoor,Hard,3rd Round,3,Tiafoe F.,15.47,Rublev A.,15.77,Rublev A.,7,12,3-6 4-6,1
BNP Paribas Open,2022-03-16,Masters 1000,Outdoor,Hard,4th Round,3,Kecmanovic M.,15.3,Berrettini M.,15.9,Kecmanovic M.,18,14,6-3 6-7 6-4,0
BNP Paribas Open,2022-03-16,Masters 1000,Outdoor,Hard,4th Round,3,De Minaur A.,15.44,Fritz T.,15.76,Fritz T.,16,16,6-3 4-6 6-7,1
BNP Paribas Open,2022-03-16,Masters 1000,Outdoor,Hard,4th Round,3,Rublev A.,15.77,Hurkacz H.,15.71,Rublev A.,13,10,7-6 6-4,0
BNP Paribas Open,2022-03-17,Masters 1000,Outdoor,Hard,4th Round,3,Norrie C.,15.83,Brooksby J.,15.67,Norrie C.,12,6,6-2 6-4,0
BNP Paribas Open,2022-03-18,Masters 1000,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,16.0,Norrie C.,15.83,Alcaraz C.,12,7,6-4 6-3,0
BNP Paribas Open,2022-03-18,Masters 1000,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,15.55,Rublev A.,15.77,Rublev A.,7,13,5-7 2-6,1
BNP Paribas Open,2022-03-18,Masters 1000,Outdoor,Hard,Quarterfinals,3,Fritz T.,15.76,Kecmanovic M.,15.3,Fritz T.,16,13,7-6 3-6 6-1,0
BNP Paribas Open,2022-03-19,Masters 1000,Outdoor,Hard,Semifinals,3,Rublev A.,15.77,Fritz T.,15.76,Fritz T.,9,13,5-7 4-6,1
Miami Open,2022-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Cerundolo F.,14.93,Griekspoor T.,15.44,Cerundolo F.,17,14,7-5 4-6 6-3,0
Miami Open,2022-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Nava E.,13.58,Gaston H.,14.94,Gaston H.,3,12,2-6 1-6,1
Miami Open,2022-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Simon G.,13,Draper J.,14.92,Draper J.,6,13,5-7 1-6,1
Miami Open,2022-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Koepfer D.,14.98,Mcdonald M.,15.56,Mcdonald M.,15,18,7-6 4-6 4-6,1
Miami Open,2022-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Laaksonen H.,15.17,Paire B.,15.07,Laaksonen H.,14,16,7-6 1-6 6-4,0
Miami Open,2022-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Goffin D.,15.06,Carballes Baena R.,14.83,Goffin D.,12,5,6-2 6-3,0
Miami Open,2022-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Daniel T.,15.25,Munar J.,15.34,Daniel T.,12,7,6-3 6-4,0
Miami Open,2022-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Shang J.,14.44,Kudla D.,14.85,Kudla D.,16,19,7-6 5-7 4-6,1
Miami Open,2022-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Otte O.,15.07,Krueger M.,14.75,Otte O.,12,7,6-3 6-4,0
Miami Open,2022-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Cressy M.,15.5,Ruusuvuori E.,15.52,Ruusuvuori E.,5,12,3-6 2-6,1
Miami Open,2022-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Kyrgios N.,15.54,Mannarino A.,15.39,Kyrgios N.,13,9,7-6 6-3,0
Miami Open,2022-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,15.17,Bedene A.,15.2,Humbert U.,15,12,6-3 3-6 6-3,0
Miami Open,2022-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Gomez E.,14.65,Nishioka Y.,14.94,Nishioka Y.,10,18,2-6 7-6 1-6,1
Miami Open,2022-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Harris L.,15.46,Bagnis F.,15.09,Harris L.,12,6,6-3 6-3,0
Miami Open,2022-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,15.22,Korda S.,15.67,Korda S.,2,12,1-6 1-6,1
Miami Open,2022-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Coria F.,14.73,Brooksby J.,15.76,Brooksby J.,11,15,6-3 2-6 3-6,1
Miami Open,2022-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Popyrin A.,15.16,Musetti L.,14.98,Popyrin A.,14,11,7-5 7-6,0
Miami Open,2022-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Majchrzak K.,15.2,Baez S.,15.26,Majchrzak K.,12,7,6-4 6-3,0
Miami Open,2022-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Giron M.,15.41,Fucsovics M.,15.62,Fucsovics M.,7,12,3-6 4-6,1
Miami Open,2022-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Kukushkin M.,14.9,Van De Zandschulp B.,15.52,Kukushkin M.,12,8,6-4 6-4,0
Miami Open,2022-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Djere L.,15.12,Rinderknech A.,15.41,Rinderknech A.,8,13,2-6 6-7,1
Miami Open,2022-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Paul T.,15.56,Bonzi B.,15.26,Paul T.,12,8,6-4 6-4,0
Miami Open,2022-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Delbonis F.,14.93,Murray A.,15.51,Murray A.,7,13,6-7 1-6,1
Miami Open,2022-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,15.35,Sock J.,15.12,Kecmanovic M.,13,10,7-6 6-4,0
Miami Open,2022-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Daniel T.,15.25,Fognini F.,15.32,Fognini F.,15,19,7-6 2-6 6-7,1
Miami Open,2022-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Draper J.,14.92,Norrie C.,15.89,Norrie C.,10,13,6-7 4-6,1
Miami Open,2022-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Carreno Busta P.,15.49,Goffin D.,15.06,Carreno Busta P.,12,5,6-3 6-2,0
