tournament,date,series,court,surface,round,best_of,p1,p1_utr,p2,p2_utr,winner,p1_games,p2_games,score,p_win
Qatar Exxon Mobil Open,2017-01-03,ATP250,Outdoor,Hard,1st Round,3,Murray A.,16.3,Chardy J.,15.47,Murray A.,13,6,6-0 7-6,0
Qatar Exxon Mobil Open,2017-01-04,ATP250,Outdoor,Hard,2nd Round,3,Melzer G.,13.88,Murray A.,16.3,Murray A.,11,14,6-7 5-7,1
Qatar Exxon Mobil Open,2017-01-07,ATP250,Outdoor,Hard,The Final,3,Djokovic N.,14.24,Murray A.,16.3,Djokovic N.,17,14,6-3 5-7 6-4,0
ASB Classic,2017-01-09,ATP250,Outdoor,Hard,1st Round,3,Haase R.,15.06,Tearney F.,14.31,Haase R.,13,9,6-4 7-5,0
ASB Classic,2017-01-09,ATP250,Outdoor,Hard,1st Round,3,Bagnis F.,15.43,Klein B.,13.99,Klein B.,14,19,1-6 7-6 6-7,1
ASB Classic,2017-01-11,ATP250,Outdoor,Hard,2nd Round,3,Klein B.,13.99,Sousa J.,15.14,Sousa J.,7,12,3-6 4-6,1
ASB Classic,2017-01-11,ATP250,Outdoor,Hard,2nd Round,3,Sock J.,15.59,Harrison R.,14.29,Sock J.,17,13,7-6 4-6 6-1,0
ASB Classic,2017-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Haase R.,15.06,Sousa J.,15.14,Sousa J.,5,12,3-6 2-6,1
ASB Classic,2017-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Sock J.,15.59,Chardy J.,15.47,Sock J.,17,14,5-7 6-4 6-3,0
ASB Classic,2017-01-13,ATP250,Outdoor,Hard,Semifinals,3,Sock J.,15.59,Johnson S.,15.62,Sock J.,12,7,6-4 6-3,0
ASB Classic,2017-01-14,ATP250,Outdoor,Hard,The Final,3,Sousa J.,15.14,Sock J.,15.59,Sock J.,13,17,3-6 7-5 3-6,1
Apia International,2017-01-09,ATP250,Outdoor,Hard,1st Round,3,Edmund K.,15.4,Barton M.,14,Barton M.,12,14,6-7 6-7,1
Apia International,2017-01-09,ATP250,Outdoor,Hard,1st Round,3,Evans D.,15.34,Monteiro T.,13,Evans D.,16,12,6-3 4-6 6-3,0
Apia International,2017-01-10,ATP250,Outdoor,Hard,1st Round,3,De Minaur A.,15.73,Paire B.,14.99,De Minaur A.,16,15,6-3 3-6 7-6,0
Apia International,2017-01-10,ATP250,Outdoor,Hard,1st Round,3,Muller G.,14.39,Dolgopolov O.,15.44,Muller G.,16,14,3-6 6-3 7-5,0
Apia International,2017-01-10,ATP250,Outdoor,Hard,1st Round,3,Giraldo S.,15.51,Granollers M.,14.62,Granollers M.,15,19,7-6 5-7 3-6,1
Apia International,2017-01-10,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,15.16,Basilashvili N.,15.14,Thompson J.,13,7,7-5 6-2,0
Apia International,2017-01-11,ATP250,Outdoor,Hard,2nd Round,3,Muller G.,14.39,Barton M.,13,Muller G.,15,11,6-1 3-6 6-4,0
Apia International,2017-01-11,ATP250,Outdoor,Hard,2nd Round,3,Zverev M.,15.59,Carreno Busta P.,15.66,Carreno Busta P.,15,16,6-3 6-7 3-6,1
Apia International,2017-01-11,ATP250,Outdoor,Hard,2nd Round,3,Granollers M.,14.62,Evans D.,15.34,Evans D.,12,13,6-1 3-6 3-6,1
Apia International,2017-01-11,ATP250,Outdoor,Hard,2nd Round,3,Elias G.,15.07,Thiem D.,15.31,Thiem D.,15,19,7-6 3-6 5-7,1
Apia International,2017-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Evans D.,15.34,Thiem D.,15.31,Evans D.,15,11,3-6 6-4 6-1,0
Apia International,2017-01-14,ATP250,Outdoor,Hard,The Final,3,Evans D.,15.34,Muller G.,14.39,Muller G.,8,13,6-7 2-6,1
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,15.73,Melzer G.,13.88,De Minaur A.,26,23,5-7 6-3 2-6 7-6 6-1,0
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,15.26,Halys Q.,15.31,Querrey S.,25,20,6-7 7-6 6-3 6-4,0
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Bellucci T.,15.27,Tomic B.,15.28,Tomic B.,7,18,2-6 1-6 4-6,1
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,15.94,Janowicz J.,15.31,Cilic M.,26,19,4-6 4-6 6-2 6-2 6-3,0
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,16.28,Marchenko I.,15.34,Murray A.,20,13,7-5 7-6 6-2,0
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,15.36,Mannarino A.,15.17,Khachanov K.,22,19,6-4 3-6 7-6 6-3,0
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Fratangelo B.,15.03,Rubin N.,15.39,Rubin N.,22,28,7-6 5-7 6-3 2-6 2-6,1
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Bublik A.,14.75,Pouille L.,15.49,Bublik A.,21,13,6-0 3-6 6-3 6-4,0
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,14.62,Sela D.,14,Sela D.,12,23,7-5 3-6 2-6 0-6,1
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,15.35,Bagnis F.,15.38,Evans D.,19,10,7-6 6-3 6-1,0
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Delbonis F.,15.33,Johnson S.,15.62,Johnson S.,11,18,3-6 4-6 4-6,1
Australian Open,2017-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,15.72,Elias G.,15.01,Kyrgios N.,18,5,6-1 6-2 6-2,0
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Young D.,14.43,Fabbiano T.,14.98,Young D.,19,14,6-4 7-6 6-4,0
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Mmoh M.,15.55,Simon G.,14,Simon G.,7,18,1-6 3-6 3-6,1
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,15.65,Haase R.,15.06,Zverev A.,26,20,6-2 3-6 5-7 6-3 6-2,0
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,15.28,Bolt A.,14.74,Nishioka Y.,19,16,6-4 1-6 6-2 6-4,0
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,15.59,Opelka R.,15.13,Goffin D.,26,22,6-4 4-6 6-2 4-6 6-4,0
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kukushkin M.,15.16,Tiafoe F.,15.18,Tiafoe F.,13,24,1-6 7-6 3-6 2-6,1
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Giraldo S.,15.51,Edmund K.,15.44,Edmund K.,10,19,2-6 5-7 3-6,1
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,15.17,Muller G.,14.39,Muller G.,15,20,6-7 6-7 3-6,1
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Whittington A.,14,Pavlasek A.,14.23,Whittington A.,22,15,6-4 4-6 6-2 6-3,0
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Pella G.,15.21,Bautista Agut R.,15.63,Bautista Agut R.,5,18,3-6 1-6 1-6,1
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Coric B.,15.42,Dolgopolov O.,15.44,Dolgopolov O.,19,22,3-6 4-6 6-3 6-7,1
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,15.16,Sousa J.,15.15,Thompson J.,28,19,6-7 4-6 6-3 6-2 6-1,0
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,15.94,Escobedo E.,15.17,Escobedo E.,18,24,5-7 6-4 6-7 1-6,1
Australian Open,2017-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Chung H.,14.61,Olivo R.,15.03,Chung H.,18,7,6-2 6-3 6-2,0
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Chardy J.,15.47,Nishikori K.,15.93,Nishikori K.,10,18,3-6 4-6 3-6,1
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Lacko L.,15.34,Sela D.,13,Lacko L.,20,15,2-6 6-3 6-2 6-4,0
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,15.73,Querrey S.,15.26,Querrey S.,7,19,6-7 0-6 1-6,1
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Cilic M.,15.94,Evans D.,15.35,Evans D.,17,22,6-3 5-7 3-6 3-6,1
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Sock J.,15.58,Khachanov K.,15.36,Sock J.,18,11,6-3 6-4 6-4,0
Australian Open,2017-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,16.28,Rublev A.,15.13,Murray A.,18,5,6-3 6-0 6-2,0
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Carreno Busta P.,15.67,Edmund K.,15.44,Carreno Busta P.,18,8,6-2 6-4 6-2,0
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Nishioka Y.,15.28,Bautista Agut R.,15.63,Bautista Agut R.,8,18,2-6 3-6 3-6,1
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,15.85,Chung H.,14.61,Dimitrov G.,19,18,1-6 6-4 6-4 6-4,0
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Muller G.,14.39,Raonic M.,15.92,Raonic M.,13,19,3-6 4-6 6-7,1
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Tiafoe F.,15.18,Zverev A.,15.65,Zverev A.,9,18,2-6 3-6 4-6,1
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Paire B.,15.16,Fognini F.,15.42,Paire B.,26,24,7-6 4-6 6-3 3-6 6-3,0
Australian Open,2017-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Thompson J.,15.16,Thiem D.,15.32,Thiem D.,14,24,2-6 1-6 7-6 4-6,1
Australian Open,2017-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Querrey S.,15.26,Murray A.,16.28,Murray A.,10,18,4-6 2-6 4-6,1
